id,addition_time,client_id,active,registration_number,brand,color
5718,2022-12-08T07:14:32.304443,478,N,896CIY,Chevrolet Cobalt,PeachPuff
5719,2022-02-19T17:20:24.533898,106,N,7P U7170,Maserati Levante,Chartreuse
5720,2023-09-29T01:53:24.830620,1125,Y,24R 1929,Volvo S80,SeaGreen
5721,2023-04-09T10:29:02.745041,13215,N,5WYU 75,FIAT 500e,Blue
5722,2024-01-28T07:00:20.422789,10564,N,WI7 9586,Chrysler Town & Country,Moccasin
5723,2020-04-12T10:41:00.252640,9063,N,7-31275E,Land Rover Range Rover,LightGray
5724,2021-06-23T14:18:31.990898,6174,Y,6-34557,Audi R8,Olive
5725,2021-04-28T18:19:22.871910,11359,N,5ZC 286,INFINITI I,SeaGreen
5726,2021-03-24T17:51:02.188637,9815,N,ZOQ-526,Volvo XC60,Peru
5727,2020-05-11T10:55:07.706739,3068,Y,TAR J56,Plymouth Colt,PowderBlue
5728,2020-08-24T04:28:39.254938,1512,N,CHX 952,Volkswagen Jetta (New),Coral
5729,2020-02-20T02:26:11.750094,6675,Y,700AKM,BMW 5 Series,Red
5730,2023-09-23T15:41:17.555797,19148,N,LKS 727,Chevrolet G-Series 1500,PapayaWhip
5731,2023-03-05T16:15:14.648830,8708,N,54B 237,GMC Sierra 1500 Extended Cab,PeachPuff
5732,2022-02-24T19:33:05.796120,16875,N,508OFH,Mercedes-Benz Mercedes-AMG SLC,CadetBlue
5733,2024-10-22T08:51:15.498320,1241,Y,6R MQ679,Hyundai Tiburon,AntiqueWhite
5734,2024-08-07T21:10:04.178556,16243,Y,R14 6RY,Hyundai XG350,RoyalBlue
5735,2023-10-24T10:30:45.418095,18279,Y,P10 9DL,Chevrolet Impala,DarkKhaki
5736,2021-06-30T05:29:30.357859,7138,N,OXO5187,INFINITI Q40,PeachPuff
5737,2023-02-19T21:12:07.001766,15455,N,ANY-9852,GMC Sierra 1500 Crew Cab,MintCream
5738,2021-05-20T17:42:58.638989,11740,Y,FQU 622,Dodge Ram 3500 Regular Cab,Coral
5739,2022-02-18T00:49:03.189609,1635,Y,1T 9K5UOM,Nissan TITAN XD King Cab,Fuchsia
5740,2021-09-15T06:29:30.948363,15266,N,43U 452,Ford F350 Super Duty Super Cab,Fuchsia
5741,2022-09-28T17:44:54.712374,19381,Y,QLA-2148,Audi Q7,ForestGreen
5742,2022-05-31T09:08:15.327265,1105,N,350 OXJ,FIAT 500c,Peru
5743,2022-11-28T22:25:01.325903,11402,Y,V83 7TB,Toyota Sequoia,AliceBlue
5744,2021-09-22T07:57:23.760245,6832,Y,92A I45,Suzuki SX4,LightGoldenRodYellow
5745,2024-05-07T03:42:12.026543,3314,N,WTN6783,Nissan Versa,Lime
5746,2023-10-17T16:27:35.075444,16682,Y,256 AWN,Hyundai Sonata,MintCream
5747,2020-02-06T16:25:46.604177,5795,Y,L31 6RD,MAZDA MAZDA6,DeepPink
5748,2024-08-11T23:09:36.937209,667,Y,8-F8482,Plymouth Voyager,Chartreuse
5749,2020-09-22T07:18:19.264810,10956,Y,ZNW 615,Scion tC,DarkGreen
5750,2022-06-14T04:05:24.690284,5358,N,688-DGN,McLaren 570GT,MistyRose
5751,2022-04-03T08:48:07.330877,12070,N,9R 30820,Chevrolet Traverse,Green
5752,2021-01-26T00:07:28.277918,8593,N,IVT 712,Cadillac Escalade,Chocolate
5753,2022-01-31T17:43:58.948552,7218,Y,103S,Jeep Liberty,GoldenRod
5754,2020-03-20T19:02:20.611009,7731,Y,758 HIT,Nissan Armada,Brown
5755,2024-06-23T07:34:32.875791,13282,Y,ZUO 375,GMC Yukon XL 1500,Red
5756,2022-09-19T11:28:47.469377,119,Y,614-240,Volvo S80,DodgerBlue
5757,2021-11-10T20:25:20.984442,13197,Y,MZD-457,INFINITI G,RosyBrown
5758,2024-03-28T23:38:47.141159,12511,Y,KQT 533,Chrysler LeBaron,Cornsilk
5759,2020-06-23T17:44:53.272336,11468,Y,550-SAB,Audi RS 4,LightCoral
5760,2022-03-24T14:06:18.176765,8849,N,990-MWMU,Ford F150 SuperCrew Cab,LightSalmon
5761,2020-12-31T02:14:48.887101,19316,N,847 KED,Toyota Tundra Regular Cab,Tan
5762,2021-10-25T19:10:53.268279,11370,N,P24 9RI,Dodge Viper,CadetBlue
5763,2022-10-16T19:50:20.353266,17857,Y,JVY 182,Audi A4,Orchid
5764,2022-06-25T02:34:25.486430,17661,Y,721E,Nissan TITAN XD Crew Cab,Purple
5765,2023-04-26T21:07:27.704422,2623,Y,4-1710A,Mercedes-Benz Mercedes-AMG CLA,Sienna
5766,2022-05-11T18:58:55.335823,924,Y,3-2913A,Nissan 350Z,DarkBlue
5767,2023-01-31T12:45:25.210287,14092,N,HNO 638,Audi S8,Sienna
5768,2024-06-09T08:54:22.252976,4488,N,00H Z06,Nissan NV2500 HD Cargo,LightSeaGreen
5769,2021-12-04T11:04:00.887161,14257,N,483KAG,Bentley Continental,Gold
5770,2020-09-28T06:15:45.171934,17246,N,K95 0GV,Kia Sorento,GoldenRod
5771,2020-02-01T17:06:41.289038,5478,N,GDN-836,Chevrolet Silverado 3500 HD Regular Cab,Turquoise
5772,2019-12-08T21:31:09.830150,4815,Y,47-41841,Genesis G80,SpringGreen
5773,2024-01-03T20:28:34.402285,6040,Y,0MA 690,Buick Regal,DarkKhaki
5774,2022-05-10T14:36:09.878485,17668,N,JVR 398,Honda Civic,MintCream
5775,2021-11-29T11:46:31.260284,11962,N,MNQ-5845,Toyota Tundra Regular Cab,ForestGreen
5776,2022-08-20T23:12:28.452165,1773,N,VCH-5328,Chevrolet Impala,Orchid
5777,2020-10-03T16:42:27.436744,12380,Y,634 PML,MAZDA CX-7,MediumTurquoise
5778,2024-02-09T04:11:24.254348,2303,Y,YIJ-7390,Nissan Versa,Olive
5779,2022-09-04T22:15:08.265184,6454,Y,1-09530,Dodge Colt,PaleTurquoise
5780,2024-02-21T11:01:25.799822,13664,Y,928 QU4,Dodge Ram 2500 Quad Cab,White
5781,2019-12-24T16:05:45.702380,7155,N,68-WP02,Volkswagen Atlas,OldLace
5782,2023-12-31T05:37:12.145755,1975,Y,HXA-442,Ford Escort,Orange
5783,2023-08-17T13:53:06.124262,12456,Y,9028,GMC Suburban 1500,Turquoise
5784,2023-10-14T16:39:49.024905,11003,Y,RGB 992,GMC Sierra 3500 HD Extended Cab,RosyBrown
5785,2024-03-14T05:20:01.353699,18613,Y,322 WEZ,MAZDA MAZDA5,OrangeRed
5786,2020-05-01T17:39:57.730546,6969,Y,MTB3551,Nissan Rogue,MidnightBlue
5787,2021-04-23T12:07:19.628490,12382,N,QQT 619,Pontiac G6,Azure
5788,2023-05-24T03:31:21.999655,772,Y,5CP P35,Volkswagen Tiguan,Linen
5789,2023-10-05T08:10:41.149330,7581,Y,GKY 012,Dodge Charger,Fuchsia
5790,2021-06-27T11:14:56.287661,5976,N,737 3SR,Lincoln MKZ,Plum
5791,2024-03-12T17:19:12.921061,15427,N,SC5 5691,Lexus LS,MediumTurquoise
5792,2019-11-01T03:54:30.594866,1975,N,52Q P51,Toyota Highlander,LightGray
5793,2024-04-28T23:23:49.769837,12406,N,V17 6MM,Ford Ranger Regular Cab,Sienna
5794,2020-05-27T02:21:35.928546,5930,N,420-PWR,Ford Explorer,MediumOrchid
5795,2020-10-08T14:47:20.742413,11486,Y,409-HXQ,Nissan NV1500 Cargo,Coral
5796,2020-02-09T22:35:26.084161,7367,N,P93-04J,Lamborghini Aventador,Gold
5797,2023-05-13T13:14:47.818105,19503,N,333 FPS,Volkswagen Tiguan,DarkBlue
5798,2019-12-14T00:27:55.478177,1641,N,59-QW60,Honda Civic,Chocolate
5799,2023-01-12T23:17:59.221737,16185,Y,8-8501Z,Volkswagen CC,MediumBlue
5800,2022-05-02T04:14:47.438045,10126,Y,2WL95,Plymouth Laser,WhiteSmoke
5801,2022-09-28T04:07:23.656208,14774,N,J 404989,Dodge Grand Caravan Passenger,AliceBlue
5802,2022-12-29T07:47:08.519414,13612,N,3-1605B,FIAT 500c,LightGreen
5803,2020-07-29T21:23:42.057834,17806,N,733 WPE,Lexus GX,Thistle
5804,2022-11-27T19:30:13.885656,10339,N,MYX 076,Honda Accord,Yellow
5805,2024-07-18T23:56:57.393192,9230,N,514QZ,BMW Z3,PaleTurquoise
5806,2022-01-20T12:56:36.561440,8224,Y,NVF 215,Toyota Prius v,LightPink
5807,2019-11-23T12:27:25.238657,14946,Y,13RB7,MAZDA Protege,Violet
5808,2024-05-26T01:22:40.024192,11821,Y,174 3UJ,Ford Transit 350 Van,MintCream
5809,2023-05-01T21:34:25.152075,2570,Y,ZX 2751,Chevrolet Sonic,LightSteelBlue
5810,2023-12-17T22:34:59.188931,1123,N,5V HX383,Chrysler Pacifica,DarkBlue
5811,2021-01-18T11:46:42.965965,18855,N,GRM 316,Kia Rio,Wheat
5812,2023-06-29T14:01:36.600566,6660,Y,341-545,Ferrari FF,LightSalmon
5813,2022-03-04T15:36:40.960404,2545,Y,554-PYUK,Isuzu Hombre Regular Cab,PaleTurquoise
5814,2021-09-18T09:47:53.511938,14654,Y,55-FA41,Toyota Yaris iA,CornflowerBlue
5815,2024-01-10T04:52:13.459574,14245,Y,9E EB166,GMC 1500 Regular Cab,FireBrick
5816,2021-12-13T22:46:46.443163,9308,N,69I V98,Hyundai Tiburon,Teal
5817,2022-01-29T08:57:15.514643,11109,Y,SCP 9594,Volkswagen Golf,DarkOliveGreen
5818,2020-12-16T06:04:15.351953,15909,Y,1UD7798,BMW 5 Series,LightSeaGreen
5819,2021-04-12T15:07:26.080180,5078,N,0WI 642,MAZDA MAZDA3,LightSlateGray
5820,2021-09-28T12:08:17.753636,3388,Y,B98 8EI,GMC Sierra 2500 HD Extended Cab,Tomato
5821,2021-06-17T15:26:58.282896,12963,N,UJX9397,Land Rover Range Rover,MintCream
5822,2023-03-03T03:22:34.291299,3787,N,729XKW,Toyota Tundra Double Cab,AliceBlue
5823,2023-12-12T10:15:03.170093,16474,Y,VPC-8632,Ford Focus,DarkSalmon
5824,2023-04-01T09:38:24.303701,8947,Y,074 1307,Land Rover Range Rover Sport,MediumAquaMarine
5825,2020-04-09T13:41:53.156665,17963,Y,QAJ-2632,Nissan Titan Crew Cab,Tomato
5826,2022-03-02T06:44:23.817978,12301,N,840 XCO,Pontiac G6,MediumSlateBlue
5827,2024-02-29T13:38:36.514547,748,Y,5-5001C,Dodge Dart,DarkViolet
5828,2020-01-14T12:43:28.077355,5379,N,THU9446,Mitsubishi Raider Double Cab,GhostWhite
5829,2021-04-23T03:50:30.891817,961,Y,73O U73,BMW 6 Series,LightSalmon
5830,2021-06-25T10:21:21.609531,16557,N,330 4CB,BMW M5,LightYellow
5831,2020-01-13T06:58:47.595560,9385,Y,URI8115,Acura TLX,DarkKhaki
5832,2021-01-12T10:16:39.246352,18079,Y,N26 2JS,Nissan 300ZX,MediumPurple
5833,2022-07-20T15:33:00.138592,3516,Y,996-YUX,Ford F250 Super Duty Super Cab,NavajoWhite
5834,2022-01-10T10:53:27.626962,11083,N,83LN7,INFINITI EX,Chartreuse
5835,2022-03-23T06:44:23.489062,12486,Y,9B HP755,Ford F450 Super Duty Crew Cab,SandyBrown
5836,2023-09-20T21:50:43.146130,19618,N,KGT 651,GMC Savana 1500 Passenger,Green
5837,2023-04-04T17:26:14.029310,18241,N,MII-9156,Chevrolet 3500 HD Extended Cab,YellowGreen
5838,2020-11-19T04:38:50.237401,16764,Y,03G A26,GMC Savana 2500 Passenger,Gray
5839,2022-05-04T01:09:07.376903,11975,N,YE-2647,Volvo V90,Wheat
5840,2023-09-28T05:04:49.973539,12716,N,6Q 60127,Buick Century,LightCyan
5841,2024-03-29T07:27:18.260736,882,N,44S J80,Mercedes-Benz G-Class,Yellow
5842,2022-11-04T20:42:08.496440,18774,N,57QR719,Chrysler Pacifica,DarkGoldenRod
5843,2024-01-30T11:19:11.515907,14759,N,RLO-0918,Suzuki Grand Vitara,IndianRed
5844,2024-03-04T13:28:37.033333,6145,N,25-RC24,Ford F150 SuperCrew Cab,PaleVioletRed
5845,2023-08-17T07:26:42.251093,1963,Y,789OBE,Volvo S60,Bisque
5846,2020-01-08T11:14:49.008470,8840,Y,IGY-6073,MAZDA 929,AliceBlue
5847,2020-12-17T01:53:00.218001,16731,Y,AHD-616,Chrysler Sebring,DarkGray
5848,2019-11-01T15:31:17.374155,5086,N,RI-0877,Honda HR-V,Purple
5849,2023-01-29T10:39:37.445524,14259,Y,72P 641,Cadillac XTS,Moccasin
5850,2020-08-29T01:05:20.781931,1827,Y,MZX 116,Pontiac Bonneville,HoneyDew
5851,2022-12-28T13:43:21.162946,1243,N,AMM9880,Subaru Outback,MistyRose
5852,2020-06-29T03:05:14.568758,17833,N,6IG31,Ford E350 Super Duty Passenger,MediumTurquoise
5853,2022-03-16T22:35:40.373183,12554,N,14-67207,Saab 5-Sep,PaleGoldenRod
5854,2021-07-20T16:14:20.618655,18253,N,85QH9,Mitsubishi Galant,LightGoldenRodYellow
5855,2023-11-08T05:37:52.932605,19487,Y,AOV-8261,Ford Windstar Passenger,Gray
5856,2022-12-06T18:23:49.960426,15338,N,BMG6481,Chevrolet Camaro,SlateBlue
5857,2023-03-17T16:41:53.931361,16463,Y,JLQ-3015,Volkswagen Jetta,Red
5858,2024-09-24T03:58:29.903600,9383,Y,1JR T55,Nissan Altima,MediumOrchid
5859,2020-08-24T22:43:16.730640,6061,N,3B FB762,Dodge Ram 1500 Quad Cab,Purple
5860,2020-01-03T12:40:36.884057,14559,N,18K 627,Toyota RAV4,CornflowerBlue
5861,2020-03-15T19:21:38.313052,16710,N,BRV-2428,Ford Transit Connect Cargo,MidnightBlue
5862,2020-12-24T04:39:03.110515,18485,Y,510 PDW,Chevrolet 2500 Extended Cab,Ivory
5863,2019-12-20T00:49:45.053538,7389,Y,03D G34,Mercury Mountaineer,Cornsilk
5864,2020-11-26T11:30:44.109411,12508,Y,RVD-449,GMC Terrain,IndianRed
5865,2020-04-28T04:35:01.034569,12326,Y,37BB4,Mitsubishi Outlander,FloralWhite
5866,2023-04-22T11:50:59.882302,5911,Y,KBL 992,Subaru XV Crosstrek,Silver
5867,2023-09-20T13:09:27.231391,16520,Y,5LB04,Porsche Boxster,Snow
5868,2021-06-01T13:15:48.754161,17101,N,BF0 8712,Suzuki Grand Vitara,Lime
5869,2021-11-11T02:19:05.202072,17846,N,NEU2486,Pontiac Bonneville,Olive
5870,2020-12-10T07:39:21.290704,4420,Y,JJR3880,Mitsubishi Eclipse,Bisque
5871,2021-02-14T02:52:20.094079,1579,N,4-24571,INFINITI Q,DarkOrange
5872,2023-07-31T17:11:58.175119,15203,N,064-ZYQ,Mercedes-Benz SLK,ForestGreen
5873,2023-12-22T23:20:20.015947,17156,Y,IN 0091,Buick Century,DarkGreen
5874,2023-08-03T18:06:08.347438,1384,N,3QV18,Ford E150 Cargo,LimeGreen
5875,2020-10-30T11:16:24.838033,3350,Y,JLC 090,Volvo S60,DarkGreen
5876,2024-01-03T23:49:09.901552,590,Y,2LE0769,Mercedes-Benz Sprinter 2500 Crew,Indigo
5877,2020-05-25T23:01:03.790460,3054,Y,UYD-1652,Nissan Murano,Teal
5878,2024-05-18T20:41:44.472966,19499,Y,ZQR6684,Cadillac CTS,PapayaWhip
5879,2022-06-15T05:08:57.128980,4468,N,01-XG61,Hyundai Sonata Hybrid,Pink
5880,2020-10-18T22:17:54.295194,13773,Y,205 HBH,Ford Expedition,LightCyan
5881,2019-12-07T07:32:19.355997,19971,N,08H DF8,Chevrolet Silverado 2500 HD Crew Cab,GoldenRod
5882,2021-04-14T09:09:59.379355,6229,Y,591 8MP,Cadillac DTS,Red
5883,2022-03-19T06:52:18.373438,7050,N,76-5461N,Mitsubishi 3000GT,DarkSeaGreen
5884,2021-06-24T01:55:23.962981,11701,Y,41H E57,Chrysler Sebring,DarkGray
5885,2020-05-11T08:38:21.335401,18010,N,2JXM418,Toyota Tacoma Double Cab,SpringGreen
5886,2022-04-30T05:26:29.337040,2978,Y,659-250,Honda Fit,Ivory
5887,2021-05-01T13:22:42.989944,13158,N,681-792,Dodge Ram Wagon 1500,OliveDrab
5888,2022-08-23T22:52:09.611131,13991,Y,XUH-999,GMC Savana 3500 Passenger,LightGreen
5889,2021-01-29T11:28:40.740937,13727,Y,4US 701,Mitsubishi Mirage G4,LightBlue
5890,2023-03-17T02:44:08.827758,17781,N,FRU-2927,Chevrolet Avalanche 2500,MediumBlue
5891,2021-03-08T19:50:47.443143,15285,N,8-P9606,Cadillac Eldorado,LightSeaGreen
5892,2020-11-05T13:56:53.286276,14000,Y,9-37775,Chevrolet Astro Cargo,GhostWhite
5893,2021-01-12T08:21:53.281968,19511,Y,456DVX,BMW X6,Navy
5894,2023-06-16T01:12:10.630347,2734,N,KS 79520,Mitsubishi Eclipse,DarkGoldenRod
5895,2021-12-17T12:11:55.515725,18260,Y,37-88278,Porsche 911,MediumTurquoise
5896,2022-04-17T16:53:08.886770,4842,N,77-NJ06,Chevrolet Express 2500 Cargo,Gray
5897,2021-03-23T03:48:08.861030,16822,Y,3-48506L,Hyundai Santa Fe,LimeGreen
5898,2024-08-07T12:23:34.363636,14619,N,CEN 415,Nissan 300ZX,LightYellow
5899,2022-10-12T02:23:05.515480,7708,N,101-AYD,Chrysler Town & Country,BurlyWood
5900,2020-10-07T02:39:55.403177,2302,N,8YR 412,Volkswagen Passat,Peru
5901,2021-04-08T16:13:03.616376,8855,N,IVC 296,Ford Explorer,LightSlateGray
5902,2022-08-22T00:21:40.622422,7336,N,XXS 9831,Toyota Tundra Regular Cab,LightYellow
5903,2024-09-03T03:03:38.482240,8733,N,23AQ5,FIAT 500L,RosyBrown
5904,2021-04-05T18:26:37.073594,18378,N,13-3780F,Ford Escort,Cornsilk
5905,2021-11-19T03:52:03.210797,16177,N,9-99242L,Ford F350 Super Duty Crew Cab,AntiqueWhite
5906,2023-09-19T20:06:18.000327,13172,Y,49M N66,Lexus ES,Orchid
5907,2021-10-28T07:22:05.763422,17338,N,402RJE,GMC Yukon XL,Ivory
5908,2020-09-28T08:57:55.003620,2229,N,HRY 143,Mitsubishi Diamante,Cyan
5909,2021-10-04T14:58:05.099268,1529,Y,LQX0330,Dodge Neon,SeaShell
5910,2021-01-04T20:29:07.632691,15308,Y,C17 6HK,MAZDA MPV,DarkSlateBlue
5911,2020-02-10T07:24:35.948547,6703,Y,BKV 6589,Land Rover Range Rover,IndianRed
5912,2023-04-16T20:28:20.402725,10378,N,00B XK5,Ford Expedition,DarkKhaki
5913,2024-02-02T22:29:31.713838,11645,Y,NHE-373,Cadillac Catera,LawnGreen
5914,2023-10-25T15:33:14.399656,14632,Y,3L032,Ford F150 Regular Cab,DeepSkyBlue
5915,2022-02-20T16:39:22.463384,17595,N,901 GKS,Mercedes-Benz E-Class,MediumOrchid
5916,2019-11-02T03:22:36.929831,12391,Y,4857,Mercedes-Benz GLS,Beige
5917,2021-03-16T15:47:41.063654,19873,Y,7XP J95,Mitsubishi Expo,SpringGreen
5918,2020-01-28T01:53:49.459972,4269,Y,RGA-8693,Toyota Solara,Aquamarine
5919,2023-04-02T06:50:14.038057,19134,Y,601P0,Chevrolet Silverado 2500 HD Crew Cab,Green
5920,2022-02-05T09:33:19.100429,10690,Y,883F5,Chevrolet Sportvan G30,Maroon
5921,2021-11-27T18:01:59.185944,8058,N,VOW-8760,GMC Yukon XL 2500,DarkCyan
5922,2022-09-30T15:46:59.333345,12710,N,KVE 402,Chevrolet Silverado 3500 HD Crew Cab,LimeGreen
5923,2020-06-17T06:04:45.080768,7348,Y,35M 9407,Dodge Intrepid,IndianRed
5924,2021-08-24T02:59:19.213832,3233,Y,BUP8150,Pontiac Montana,Orange
5925,2021-01-10T17:53:29.932352,4420,Y,CEG-0653,MAZDA Millenia,DarkKhaki
5926,2022-09-24T09:41:12.790528,14815,Y,65PK135,Audi Q5,Purple
5927,2023-03-26T09:15:10.430519,5112,N,6C ZX736,BMW Z4 M,Silver
5928,2022-01-29T15:11:27.253501,14449,N,670 JEV,Mitsubishi Mirage,DarkBlue
5929,2024-02-04T01:07:09.826517,19344,N,31KS544,BMW X5 M,Azure
5930,2022-05-20T14:38:07.964668,3899,Y,784-POE,Lincoln MKT,MediumPurple
5931,2023-04-06T09:38:05.496201,545,Y,UGB6840,BMW 3 Series,LightGray
5932,2023-07-31T17:37:47.698174,4462,Y,3WZ3121,Lexus IS,Gray
5933,2021-03-20T17:02:30.997155,3089,Y,093-DSV,Chevrolet Colorado Regular Cab,Maroon
5934,2023-05-01T07:59:00.156354,472,N,HTS 176,Buick Riviera,DarkGray
5935,2023-02-18T07:15:31.545643,10258,N,655-993,Audi RS 7,DeepPink
5936,2023-02-01T15:58:17.826636,26,Y,46W 9350,Chevrolet Express 3500 Cargo,LightSteelBlue
5937,2021-01-12T14:06:54.794173,17124,N,753 MX0,Ford Fusion,Red
5938,2023-08-15T01:34:45.086573,17784,Y,LXX 200,Ford F450 Super Duty Crew Cab,LavenderBlush
5939,2024-07-18T17:53:23.678651,15104,Y,03X 731,Lincoln Navigator,OldLace
5940,2024-10-21T08:02:43.070981,37,Y,0-00108L,Jeep Cherokee,SaddleBrown
5941,2021-09-29T02:25:16.741841,1764,N,9VI 705,Mercedes-Benz E-Class,Linen
5942,2020-11-27T00:13:13.355779,11942,Y,BJZ-4368,Mercedes-Benz Sprinter 3500 Cargo,DarkKhaki
5943,2022-12-15T22:54:27.704791,13972,N,O61 5LX,Ford E150 Cargo,Thistle
5944,2024-01-12T07:13:44.631597,11070,N,AUZ 662,GMC Sierra 2500 Regular Cab,LightCoral
5945,2023-06-24T17:28:54.420051,1065,N,425-ROJ,Chrysler Town & Country,BurlyWood
5946,2023-04-20T06:42:31.209439,16202,Y,Z28 3OC,MINI Hardtop 2 Door,MediumVioletRed
5947,2021-06-14T08:52:26.256056,10420,N,212 VPR,GMC Yukon XL,DarkOrange
5948,2024-05-22T07:56:54.057195,14977,Y,4Q 7S7VHC,Chevrolet G-Series G30,DarkSeaGreen
5949,2024-03-07T03:05:59.563768,11395,N,XEO-7088,Hyundai Genesis Coupe,Brown
5950,2022-11-06T20:36:37.414303,18012,N,TQE 369,Lexus IS,LightGoldenRodYellow
5951,2020-01-04T16:00:06.381787,14886,Y,XFK-5685,Volvo S80,CadetBlue
5952,2023-08-10T21:44:55.377652,11216,N,TN 41221,Audi R8,Thistle
5953,2020-02-02T18:15:01.777676,15584,Y,7-41987W,Scion tC,LightSeaGreen
5954,2023-08-24T12:34:33.094644,7780,Y,228-RSH,Ford Transit 250 Van,Peru
5955,2021-08-24T08:56:15.197026,5742,Y,KKS 663,BMW Z4 M,SlateGray
5956,2020-07-27T21:29:34.203396,18265,N,4K Z6358,GMC Savana 1500 Passenger,FireBrick
5957,2023-05-16T20:20:21.749800,13436,N,KKS 386,BMW 7 Series,FireBrick
5958,2023-11-07T02:11:38.846177,6819,N,LRZ 321,Mercedes-Benz CL-Class,PaleTurquoise
5959,2021-03-19T09:13:26.470989,14205,Y,379GC,Buick LeSabre,LightSalmon
5960,2020-01-07T19:11:26.141273,4305,N,8LB 657,FIAT 500e,LightGreen
5961,2020-04-23T21:15:14.227327,4975,N,98WI7,Toyota Yaris,SkyBlue
5962,2021-08-15T23:39:36.235515,8481,N,I55-TNM,Chevrolet Astro Cargo,MediumAquaMarine
5963,2023-01-31T00:47:47.968865,2088,Y,48-I334,Chevrolet Impala,LawnGreen
5964,2021-10-19T05:25:46.720642,16450,Y,046276,Jeep Wrangler,AliceBlue
5965,2022-11-03T15:45:06.942849,12447,Y,1HK52,Pontiac Grand Am,MediumTurquoise
5966,2024-09-18T14:07:03.911550,15465,N,PBZ 397,Toyota Tundra CrewMax,Gold
5967,2024-03-29T06:24:40.863057,14030,N,2L347,MAZDA MX-6,Orchid
5968,2019-11-25T05:29:51.115739,9229,Y,6-88359,Audi S7,MediumPurple
5969,2022-02-04T02:03:36.067973,5157,Y,103-344,Nissan Quest,LightBlue
5970,2021-04-12T08:50:25.617283,199,Y,3IX V67,Ford F150 Regular Cab,NavajoWhite
5971,2021-06-20T19:03:02.139420,13891,N,SO-2316,Isuzu Trooper,Magenta
5972,2022-04-17T15:15:01.776410,9795,Y,ZYR 585,GMC Savana 2500 Passenger,BurlyWood
5973,2021-10-16T09:03:26.754975,15681,Y,2XW6557,Buick Lucerne,Lime
5974,2023-05-29T19:56:25.115120,13543,N,CSJ-7327,MAZDA MX-5 Miata,Blue
5975,2019-11-25T13:31:21.393606,17229,Y,VHF0252,GMC Acadia,SeaGreen
5976,2020-04-08T03:20:55.443751,6938,N,019 GJV,Maybach 57,DarkSeaGreen
5977,2023-11-24T14:57:06.079086,17583,N,505GE,Pontiac Vibe,PeachPuff
5978,2024-10-15T18:24:58.343229,9956,Y,S41 3RW,Dodge Ram Wagon 3500,MintCream
5979,2022-12-29T22:42:12.506387,2389,Y,492023,Pontiac Firebird,Beige
5980,2023-04-20T05:31:13.414492,1786,Y,7-78206,Nissan Maxima,DarkOrchid
5981,2020-06-08T03:35:15.771735,113,Y,NP 36184,Ram 3500 Regular Cab,DarkBlue
5982,2023-03-17T22:08:12.212404,13567,N,980-YIU,Audi S3,DarkMagenta
5983,2020-12-13T03:30:42.955103,5540,N,A40 2VY,Audi R8,ForestGreen
5984,2021-04-07T12:49:27.754002,11641,N,758-CZEN,GMC Sierra 2500 HD Regular Cab,YellowGreen
5985,2021-10-01T03:33:31.279759,16446,N,W87 3DS,Ford Expedition,Wheat
5986,2024-04-25T03:49:25.594263,673,Y,471NMQ,GMC Canyon Regular Cab,DarkSeaGreen
5987,2021-05-20T21:21:03.878929,1890,Y,OLJ 769,Hyundai Sonata,IndianRed
5988,2022-02-03T02:33:07.735339,19839,Y,HXK 605,MINI Countryman,MediumOrchid
5989,2023-12-22T16:50:48.118805,1425,Y,FZV-5090,Honda CR-Z,Fuchsia
5990,2021-11-10T04:37:41.155501,5840,Y,229-CGU,Pontiac Grand Am,Coral
5991,2022-06-10T11:11:39.454176,12110,Y,TEC 053,Chevrolet Malibu,Wheat
5992,2021-10-27T02:05:46.919905,5939,Y,AIC N95,Lexus GX,AliceBlue
5993,2022-01-09T23:34:21.104721,12136,Y,90-WR16,Ford F250 Super Cab,OliveDrab
5994,2024-04-30T08:17:18.432322,1796,Y,152-JHG,GMC Sierra 2500 HD Crew Cab,PowderBlue
5995,2023-01-24T02:39:43.536852,4738,N,5E 60998,MAZDA RX-8,MidnightBlue
5996,2020-02-13T03:25:20.548517,10447,Y,551-QLO,GMC Savana 1500 Passenger,Khaki
5997,2024-02-22T11:07:43.031115,3743,Y,NUJ E42,Mercedes-Benz Mercedes-AMG GLS,Beige
5998,2019-12-02T21:16:34.918601,19182,Y,ZJO-368,Ford Transit Connect Cargo,RosyBrown
5999,2023-06-17T03:01:03.685942,4297,Y,KJL 538,Ford F350 Super Duty Super Cab,Aquamarine
6000,2024-03-30T02:39:10.589429,8051,Y,7SV O17,Mercedes-Benz SL-Class,Peru
6001,2020-04-09T16:58:08.435594,10942,N,536-SCV,Subaru Forester,PaleGoldenRod
6002,2021-09-30T22:36:47.367344,9788,Y,7B ZB079,INFINITI G,LightPink
6003,2020-02-24T21:51:36.293322,15102,N,UFL3571,Volvo XC60,Yellow
6004,2020-10-13T20:01:07.841345,3265,Y,PDA-3019,Lincoln Town Car,LightYellow
6005,2023-10-26T06:48:19.318288,3909,Y,175 GDJ,Toyota Tacoma Access Cab,MediumOrchid
6006,2021-04-29T05:34:38.851258,12785,Y,90-GC57,Toyota Tundra Access Cab,White
6007,2024-06-20T09:19:14.489003,6753,N,21IP5,Chevrolet Impala,Ivory
6008,2023-01-26T06:47:38.516048,2606,N,2Z MM713,Porsche Boxster,Turquoise
